Record Length,2.500000e+03,,  -0.000450000000, -29.60000,
Sample Interval,2.000000e-07,,  -0.000449800000, -30.40000,
Trigger Point,2.250000000000e+03,,  -0.000449600000, -30.00000,
,,,  -0.000449400000, -30.00000,
,,,  -0.000449200000, -30.40000,
,,,  -0.000449000000, -30.40000,
Source,CH2,,  -0.000448800000, -30.00000,
Vertical Units,V,,  -0.000448600000, -30.00000,
Vertical Scale,1.000000e+01,,  -0.000448400000, -30.00000,
Vertical Offset,5.600000e+00,,  -0.000448200000, -30.40000,
Horizontal Units,s,,  -0.000448000000, -30.40000,
Horizontal Scale,5.000000e-05,,  -0.000447800000, -29.20000,
Pt Fmt,Y,,  -0.000447600000, -30.00000,
Yzero,0.000000e+00,,  -0.000447400000, -30.00000,
Probe Atten,1.000000e+01,,  -0.000447200000, -29.60000,
Model Number,TBS1052B,,  -0.000447000000, -29.60000,
Serial Number,C012748,,  -0.000446800000, -29.60000,
Firmware Version,FV:v4.06,,  -0.000446600000, -29.60000,
,,,-00.000446400000, -30.00000,
,,,-00.000446200000, -30.00000,
,,,-00.000446000000, -30.40000,
,,,-00.000445800000, -29.60000,
,,,-00.000445600000, -29.60000,
,,,-00.000445400000, -29.20000,
,,,-00.000445200000, -30.00000,
,,,-00.000445000000, -29.60000,
,,,-00.000444800000, -29.60000,
,,,-00.000444600000, -29.60000,
,,,-00.000444400000, -29.20000,
,,,-00.000444200000, -29.60000,
,,,-00.000444000000, -29.60000,
,,,-00.000443800000, -29.60000,
,,,-00.000443600000, -29.60000,
,,,-00.000443400000, -29.20000,
,,,-00.000443200000, -29.20000,
,,,-00.000443000000, -29.20000,
,,,-00.000442800000, -28.80000,
,,,-00.000442600000, -28.80000,
,,,-00.000442400000, -28.80000,
,,,-00.000442200000, -29.20000,
,,,-00.000442000000, -28.80000,
,,,-00.000441800000, -29.20000,
,,,-00.000441600000, -29.60000,
,,,-00.000441400000, -28.80000,
,,,-00.000441200000, -28.40000,
,,,-00.000441000000, -28.80000,
,,,-00.000440800000, -28.80000,
,,,-00.000440600000, -28.80000,
,,,-00.000440400000, -28.80000,
,,,-00.000440200000, -28.80000,
,,,-00.000440000000, -28.00000,
,,,-00.000439800000, -28.80000,
,,,-00.000439600000, -28.00000,
,,,-00.000439400000, -28.40000,
,,,-00.000439200000, -28.00000,
,,,-00.000439000000, -28.40000,
,,,-00.000438800000, -28.40000,
,,,-00.000438600000, -28.40000,
,,,-00.000438400000, -28.40000,
,,,-00.000438200000, -28.00000,
,,,-00.000438000000, -28.00000,
,,,-00.000437800000, -28.00000,
,,,-00.000437600000, -28.40000,
,,,-00.000437400000, -27.20000,
,,,-00.000437200000, -27.20000,
,,,-00.000437000000, -27.20000,
,,,-00.000436800000, -28.00000,
,,,-00.000436600000, -27.20000,
,,,-00.000436400000, -27.20000,
,,,-00.000436200000, -26.80000,
,,,-00.000436000000, -26.80000,
,,,-00.000435800000, -27.20000,
,,,-00.000435600000, -26.80000,
,,,-00.000435400000, -27.20000,
,,,-00.000435200000, -26.80000,
,,,-00.000435000000, -26.80000,
,,,-00.000434800000, -26.40000,
,,,-00.000434600000, -26.00000,
,,,-00.000434400000, -26.40000,
,,,-00.000434200000, -26.40000,
,,,-00.000434000000, -26.00000,
,,,-00.000433800000, -26.40000,
,,,-00.000433600000, -26.00000,
,,,-00.000433400000, -25.60000,
